;TCO (€/km);LCE (gGHG/km);TCO_Capex (€);TCO_Opex (€/km);Em_fc (gGHG/km);Em_vc (gGHG);FE;E_batt;E_battEmptyPHEV;P_batt;P_fc;C3;C5;Em_elFC;Em_elVC;cd;cd_phev;Em_elBatt;L;D;r;C_fuel;C_batt;C_fc;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;C_main;m_curb;C_msrp;P_battSet;E_battSet;P_fcSet;C_battSet;C_fcSet;CF;w_h2;w_synth;s_ren;Number;fe_phev_cd;fe_phev_cs;c_phev_el;c_phev_synth
130;0.3518;130.3525;38328.8021;0.14;39.6737;16408844.8725;16.092;64.4983;0.0;0.0;0.0;94.7171;0.0;233.5182;578.1577;0.0;0.9858;891.8303;16.2519;11134.4326;7.6689;0.4515;177.1954;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;131;0.0;0.0;0.0;0.0
131;0.3611;141.564;38693.6531;0.1289;56.9669;14097337.1598;15.0828;68.1081;0.0;0.0;0.0;93.9966;0.0;355.02;518.3619;0.0;0.7157;723.0878;16.6434;10012.4371;7.1443;0.3716;173.1608;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;132;0.0;0.0;0.0;0.0
132;0.3077;91.9103;33824.6466;0.1151;37.7761;9504650.8147;15.9381;42.2102;0.0;0.0;0.0;95.7315;0.0;226.9006;504.2099;0.0;0.7737;713.7104;15.9641;10998.156;7.9887;0.3158;164.0515;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;133;0.0;0.0;0.0;0.0
133;0.3301;130.7988;39169.3485;0.1037;41.7095;15411694.2509;16.0277;72.6765;0.0;0.0;0.0;93.3821;0.0;243.0116;570.0028;0.0;0.3375;742.8098;15.6635;11044.2388;7.3217;0.2465;168.8214;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;134;0.0;0.0;0.0;0.0
134;0.3515;145.7413;41816.7246;0.1383;53.0448;18185012.069;16.9162;76.9309;0.0;0.0;0.0;95.4267;0.0;299.2335;568.1861;0.0;0.6712;848.5221;16.993;11544.6455;7.2522;0.4265;193.8977;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;135;0.0;0.0;0.0;0.0
135;0.3381;123.0387;38521.7748;0.1351;50.0822;13841959.7096;15.5438;66.1217;0.0;0.0;0.0;93.4642;0.0;301.1419;536.0715;0.0;0.7249;724.5156;16.3413;11610.3864;7.8858;0.4552;175.7634;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;136;0.0;0.0;0.0;0.0
136;0.3571;153.564;39559.7162;0.133;65.497;15544327.8911;16.726;63.9714;0.0;0.0;0.0;94.6056;0.0;370.4642;550.5303;0.0;0.3933;850.8366;16.9037;10441.8453;7.8594;0.3786;197.8965;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;137;0.0;0.0;0.0;0.0
137;0.3152;154.2334;40178.1024;0.0977;57.9913;17779674.9421;16.4819;77.0213;0.0;0.0;0.0;93.3255;0.0;328.3641;532.5359;0.0;0.2059;832.5832;16.9716;10885.1831;7.7772;0.2073;172.3952;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;138;0.0;0.0;0.0;0.0
138;0.3058;103.7782;35714.5137;0.0992;35.4674;11809232.5874;15.2485;49.8455;0.0;0.0;0.0;95.4669;0.0;222.0522;536.8547;0.0;0.7974;785.0539;16.6955;10354.591;7.1626;0.2089;176.8367;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;139;0.0;0.0;0.0;0.0
139;0.3166;121.0681;36739.6501;0.109;46.7642;13151761.4077;16.151;59.3421;0.0;0.0;0.0;95.3636;0.0;276.1194;557.5805;0.0;0.6975;751.119;16.5107;10720.3049;7.884;0.2697;165.8123;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;140;0.0;0.0;0.0;0.0
140;0.3193;134.7326;38610.1914;0.0978;45.9617;15476835.5694;16.6005;64.669;0.0;0.0;0.0;93.1839;0.0;257.9978;582.3468;0.0;0.9042;831.0328;15.5303;11226.1699;7.9731;0.2172;181.0789;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;141;0.0;0.0;0.0;0.0
141;0.3507;123.3844;37930.1753;0.1401;47.1086;13736499.4693;16.7301;65.7504;0.0;0.0;0.0;95.0463;0.0;267.6314;592.3121;0.0;0.0556;710.0754;15.1664;11874.2711;7.2161;0.4486;167.7583;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;142;0.0;0.0;0.0;0.0
142;0.3317;151.1506;38291.4881;0.1136;61.1841;15796343.0716;16.9813;63.0427;0.0;0.0;0.0;94.8663;0.0;341.8062;513.7754;0.0;0.8284;886.9962;16.0577;10934.3419;7.2279;0.28;180.6948;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;143;0.0;0.0;0.0;0.0
143;0.3405;121.8597;36822.0815;0.1313;42.6298;13945864.6661;16.8449;57.1753;0.0;0.0;0.0;93.2071;0.0;235.8816;575.5009;0.0;0.7771;829.0553;15.0738;11677.0721;7.8576;0.4011;173.5379;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;144;0.0;0.0;0.0;0.0
144;0.3538;139.0795;39989.7269;0.1185;40.5623;16744156.9569;16.3352;76.0771;0.0;0.0;0.0;95.8301;0.0;237.9578;542.0132;0.0;0.5136;786.3526;15.7477;10792.8027;7.416;0.3154;172.0587;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;145;0.0;0.0;0.0;0.0
145;0.3407;134.0971;35866.0896;0.1359;57.6158;13396428.6384;15.9729;52.37;0.0;0.0;0.0;95.0212;0.0;342.7507;531.6013;0.0;0.9929;871.807;15.5212;11285.1756;7.489;0.4338;171.2066;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;146;0.0;0.0;0.0;0.0
146;0.3147;134.421;35491.0498;0.1177;65.8644;12347877.4518;16.1428;44.789;0.0;0.0;0.0;93.103;0.0;379.8702;588.1262;0.0;0.4027;899.7371;16.6823;10796.5961;7.3031;0.3136;191.8116;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;147;0.0;0.0;0.0;0.0
147;0.3012;118.0161;36380.2996;0.0965;49.1368;12239071.9409;15.2831;52.3176;0.0;0.0;0.0;95.5385;0.0;307.1665;505.6238;0.0;0.3433;791.544;15.9425;11145.6016;7.0021;0.2173;181.2067;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;148;0.0;0.0;0.0;0.0
148;0.3102;109.2368;38295.7763;0.1197;42.9927;13318638.5131;16.433;58.4028;0.0;0.0;0.0;95.7813;0.0;250.5868;536.1949;0.0;0.8312;779.2669;16.8143;11957.3129;7.9119;0.3562;195.1238;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;149;0.0;0.0;0.0;0.0
149;0.3294;128.766;37030.113;0.1051;41.4029;14425014.3034;15.292;60.4214;0.0;0.0;0.0;95.8419;0.0;259.491;568.361;0.0;0.371;820.1645;15.9622;10344.1657;7.9431;0.2496;167.6577;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;150;0.0;0.0;0.0;0.0
150;0.3219;126.4513;37868.2572;0.1009;40.7856;14675999.3315;16.4553;60.801;0.0;0.0;0.0;95.3197;0.0;236.2567;514.7978;0.0;0.3286;844.3815;15.4041;11121.5309;7.3638;0.2275;180.396;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;151;0.0;0.0;0.0;0.0
151;0.3722;152.3502;40795.1027;0.1136;51.9733;15837694.4654;16.9282;75.0483;0.0;0.0;0.0;94.1964;0.0;289.2035;517.9909;0.0;0.917;752.5166;15.3374;10287.4208;7.0297;0.2598;185.1488;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;152;0.0;0.0;0.0;0.0
152;0.3711;168.0852;39546.094;0.1411;64.1375;17874974.4664;16.1173;74.6084;0.0;0.0;0.0;95.9083;0.0;381.6596;504.6648;0.0;0.3849;868.327;15.7563;10913.8137;7.8118;0.4518;169.4996;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;153;0.0;0.0;0.0;0.0
153;0.2835;135.1155;37615.5804;0.0958;58.8765;15274776.9457;16.6279;63.8849;0.0;0.0;0.0;93.459;0.0;330.9222;583.2564;0.0;0.8146;827.8634;16.878;11870.7165;7.3921;0.2184;167.7326;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;154;0.0;0.0;0.0;0.0
154;0.3604;147.1108;37916.4399;0.1348;67.8579;13320167.411;16.6316;58.1807;0.0;0.0;0.0;93.2484;0.0;380.4591;562.5224;0.0;0.1447;775.6566;15.1635;11083.9726;7.7954;0.4089;189.3487;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;155;0.0;0.0;0.0;0.0
155;0.3183;116.9353;36494.0911;0.1197;50.3009;12241501.2234;16.2132;54.3789;0.0;0.0;0.0;93.5463;0.0;290.2244;559.1866;0.0;0.8786;748.5953;15.9291;11533.0707;7.5306;0.346;176.4304;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;156;0.0;0.0;0.0;0.0
156;0.3012;118.3371;37794.5544;0.1101;45.6121;14383847.488;15.0327;59.5614;0.0;0.0;0.0;94.1894;0.0;285.7889;519.2025;0.0;0.7029;840.4968;16.8684;11725.1364;7.4564;0.3211;182.913;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;157;0.0;0.0;0.0;0.0
157;0.3845;130.5798;38070.1358;0.1395;40.9654;13924498.0292;16.984;63.4408;0.0;0.0;0.0;93.5111;0.0;225.5487;596.6049;0.0;0.0683;745.2649;15.1275;10271.5161;7.5482;0.3981;176.0718;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;158;0.0;0.0;0.0;0.0
158;0.329;159.4652;40927.394;0.1189;71.3255;17167546.3126;16.8477;73.556;0.0;0.0;0.0;93.619;0.0;396.34;541.8694;0.0;0.102;835.0088;16.8389;11567.0548;7.4715;0.3288;190.7036;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;159;0.0;0.0;0.0;0.0
159;0.3462;144.2482;38479.1011;0.1303;64.1252;14277006.599;16.7731;69.5032;0.0;0.0;0.0;95.5164;0.0;365.1687;537.6134;0.0;0.6062;715.8906;16.951;10511.9859;7.7532;0.3642;166.5981;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;160;0.0;0.0;0.0;0.0
160;0.3579;172.2233;39224.676;0.1329;65.029;18688132.0993;16.6609;75.9445;0.0;0.0;0.0;94.8404;0.0;370.1708;552.3588;0.0;0.5728;888.2523;15.0758;11564.1555;7.0698;0.4027;162.2853;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;161;0.0;0.0;0.0;0.0
161;0.3317;107.0439;36524.2332;0.1407;41.5745;12518666.9371;16.1222;58.0477;0.0;0.0;0.0;94.6888;0.0;244.1751;571.6897;0.0;0.3753;719.8253;16.1247;11858.4637;7.1544;0.4675;165.7987;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;162;0.0;0.0;0.0;0.0
162;0.3532;171.7492;40808.6616;0.1189;65.9382;18428388.3151;16.8696;75.6549;0.0;0.0;0.0;95.1822;0.0;372.0385;523.5407;0.0;0.5647;882.7905;16.6202;10479.0094;7.6291;0.2998;183.8435;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;163;0.0;0.0;0.0;0.0
163;0.3158;122.6771;36081.4777;0.1062;55.2969;11598604.6599;15.8092;48.6372;0.0;0.0;0.0;93.9983;0.0;328.7844;523.0727;0.0;0.1952;790.5611;16.5969;10371.6264;7.3101;0.2427;188.7748;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;164;0.0;0.0;0.0;0.0
164;0.3561;132.6574;39740.9656;0.1414;50.3334;15241533.736;15.4039;73.0248;0.0;0.0;0.0;93.3158;0.0;304.9162;584.8746;0.0;0.5279;727.4181;16.4669;11243.2016;7.1003;0.4752;175.8439;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;165;0.0;0.0;0.0;0.0
165;0.312;131.9008;40892.7165;0.0992;48.014;16123008.5782;15.0008;78.7856;0.0;0.0;0.0;94.9984;0.0;304.0672;580.8588;0.0;0.3921;722.7415;16.689;11516.5349;7.8144;0.256;177.605;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;166;0.0;0.0;0.0;0.0
166;0.4047;154.5909;39878.3731;0.1519;55.0532;15703439.5274;16.3284;68.3947;0.0;0.0;0.0;95.1047;0.0;320.6573;518.0963;0.0;0.9635;814.1998;15.7154;10038.7985;7.6764;0.4746;189.757;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;167;0.0;0.0;0.0;0.0
167;0.3305;150.0102;36384.7041;0.1105;67.0393;13721503.4917;16.2058;58.9231;0.0;0.0;0.0;94.2245;0.0;389.783;589.2913;0.0;0.519;787.0986;15.2303;10858.437;7.5906;0.2777;160.9675;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;168;0.0;0.0;0.0;0.0
168;0.2973;111.979;35727.006;0.1088;43.0574;13060601.135;15.3112;49.3842;0.0;0.0;0.0;94.6738;0.0;266.2367;593.8641;0.0;0.2462;875.9564;16.5389;11457.7878;7.0002;0.2966;178.7415;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;169;0.0;0.0;0.0;0.0
169;0.3051;124.7687;33734.1057;0.0978;64.2517;9849084.1567;15.4188;40.6043;0.0;0.0;0.0;93.8919;0.0;391.2569;501.456;0.0;0.349;775.4907;15.2459;10674.9259;7.1777;0.2094;168.3099;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;170;0.0;0.0;0.0;0.0
170;0.2972;126.5272;37096.7056;0.1032;51.161;14409456.6423;15.1297;63.1169;0.0;0.0;0.0;95.6654;0.0;323.4921;500.3096;0.0;0.2029;801.112;16.0614;11903.8602;7.9198;0.2887;161.5527;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;171;0.0;0.0;0.0;0.0
171;0.3772;140.1192;36984.5213;0.1407;63.7189;11946556.1335;16.1012;51.2719;0.0;0.0;0.0;93.8503;0.0;371.4031;514.9371;0.0;0.2578;781.4029;15.5873;10031.7479;7.8424;0.4217;196.6871;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;172;0.0;0.0;0.0;0.0
172;0.3384;131.0108;38333.663;0.139;47.6623;16026807.7761;16.3273;66.8904;0.0;0.0;0.0;93.6958;0.0;273.515;505.9669;0.0;0.414;853.5105;16.2789;11812.0297;7.713;0.4578;170.9313;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;173;0.0;0.0;0.0;0.0
173;0.3169;106.0927;35175.631;0.1165;44.9924;10722116.2263;15.0045;46.0335;0.0;0.0;0.0;95.2912;0.0;285.7393;566.2989;0.0;0.4742;742.5697;15.4796;11336.4553;7.6668;0.3506;179.7741;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;174;0.0;0.0;0.0;0.0
174;0.297;134.6239;36751.2927;0.0959;67.2016;12324013.5316;16.8394;58.2905;0.0;0.0;0.0;95.9007;0.0;382.7141;559.9917;0.0;0.2778;706.5417;15.9135;11486.3657;7.1083;0.2037;169.0034;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;175;0.0;0.0;0.0;0.0
175;0.3397;127.1484;39951.2792;0.1106;40.0421;15189643.6599;16.3143;75.7268;0.0;0.0;0.0;95.6665;0.0;234.8055;518.4923;0.0;0.0748;711.7921;16.4519;10599.4172;7.9525;0.2721;172.3469;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;176;0.0;0.0;0.0;0.0
176;0.3178;138.785;38410.949;0.1068;61.8781;13997988.8299;15.7281;63.7392;0.0;0.0;0.0;95.1209;0.0;374.2286;580.0673;0.0;0.658;750.2366;15.7438;11560.8802;7.7718;0.288;180.5945;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;177;0.0;0.0;0.0;0.0
177;0.3411;128.3375;36096.2094;0.138;58.6234;12387110.4621;16.0841;50.7607;0.0;0.0;0.0;93.1096;0.0;339.3664;502.4823;0.0;0.9103;827.2919;16.2285;10948.9182;7.2654;0.4297;181.1679;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;178;0.0;0.0;0.0;0.0
178;0.3733;132.7876;40096.973;0.13;38.6697;15508059.5159;16.816;69.3059;0.0;0.0;0.0;94.0507;0.0;216.2769;505.3427;0.0;0.1458;795.2241;15.6437;10532.8467;7.3503;0.3584;190.4163;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;179;0.0;0.0;0.0;0.0
179;0.3742;155.6034;39097.466;0.1509;59.3713;16848508.9026;16.1068;70.7325;0.0;0.0;0.0;95.3729;0.0;351.5542;551.5677;0.0;0.6193;846.8743;16.7856;10430.484;7.3796;0.4855;172.445;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;180;0.0;0.0;0.0;0.0
180;0.3567;129.9642;38143.0554;0.1498;54.5791;13899775.7475;16.1609;61.1829;0.0;0.0;0.0;95.3485;0.0;322.0137;555.5698;0.0;0.295;779.107;16.8056;10971.5561;7.5521;0.4966;183.7614;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;181;0.0;0.0;0.0;0.0
181;0.2873;134.6959;36335.3001;0.1031;66.5256;13448751.3513;16.5866;52.2406;0.0;0.0;0.0;95.4772;0.0;382.9406;561.2707;0.0;0.6035;869.4222;16.5184;11943.1499;7.1217;0.2566;180.6124;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;182;0.0;0.0;0.0;0.0
182;0.3609;157.775;41533.6239;0.1154;61.6237;16266737.1642;15.5922;79.0228;0.0;0.0;0.0;95.6423;0.0;377.9986;583.5976;0.0;0.1505;727.525;15.1537;11164.1664;7.6627;0.3259;185.1823;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;183;0.0;0.0;0.0;0.0
183;0.3447;122.4638;35846.8755;0.1273;56.1503;10932144.527;15.1078;47.2911;0.0;0.0;0.0;94.5009;0.0;351.2259;533.3796;0.0;0.4478;752.2914;15.4408;10676.6153;7.6894;0.391;189.1873;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;184;0.0;0.0;0.0;0.0
184;0.3082;142.0791;39913.9102;0.0962;56.2963;16147770.7032;16.8845;76.9822;0.0;0.0;0.0;94.5269;0.0;315.1717;504.8431;0.0;0.8814;752.9029;16.8212;11190.6523;7.5533;0.2013;169.0509;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;185;0.0;0.0;0.0;0.0
